"PropId","Name","Price","Rate","property","carpet.area","status","floor","transaction","facing","overlooking","ownership","parking","bathroom","balcony","city","location","Rate_per_sqft","bedroom","carpet_area_sqft","total_area"
"2560","2 BHK Flat for Sale in Shaheed Nagar, Ghaziabad",1500000,"₹3030 per sqft ","","","Ready to Move","4 out of 5","Resale","East","Garden/Park, Main Road","Freehold","",1,2,"Ghaziabad"," Shaheed Nagar",3030,2,NA,495.049504950495
"2561","1 BHK Flat for Sale in Gautam Budh Nagar, Greater Noida",1600000,"₹5926 per sqft ","","","Ready to Move","4 out of 8","Resale","East","Garden/Park","Freehold","",1,1,"Noida"," Gautam Budh Nagar",5926,1,NA,269.996625042187
"2562","3 BHK Flat for Sale in Sector 151, Noida Express Way, Noida",7500000,"₹5172 per sqft ","","","Poss. by Jul '24","10 out of 22","Resale","East","Main Road","Leasehold","",3,3,"Noida"," Sector 151",5172,3,NA,1450.11600928074
"2563","2 BHK Flat for Sale in Unitech Sunbreeze, Sector 69, Gurgaon",7100000,"₹6484 per sqft ","","","Ready to Move","4 out of 12","Resale","North - East","Garden/Park","Freehold","",2,3,"Gurgaon"," Unitech Sunbreeze",6484,2,NA,1095.00308451573
"2564","2 BHK Flat for Sale in Tri Nagar, New Delhi",6500000,"₹7222 per sqft ","","","Ready to Move","3 out of 5","Resale","North - East","","Freehold","",2,NA,"Delhi"," Tri Nagar",7222,2,NA,900.02769315979
"2566","2 BHK Flat for Sale in Sector 143, Noida Express Way, Noida",5000000,"₹4808 per sqft ","","","Ready to Move","15 out of 18","Resale","","","","",2,NA,"Noida"," Sector 143",4808,2,NA,1039.93344425957
"2567","2 BHK Flat for Sale in Shahpur Jat, Siri Fort, New Delhi",8000000,"₹11111 per sqft ","","","Ready to Move","1 out of 3","Resale","","","","",1,NA,"Delhi"," Shahpur Jat",11111,2,NA,720.007200072001
"2568","3 BHK Flat for Sale in Shahpur Jat, Siri Fort, New Delhi",14500000,"₹11600 per sqft ","","","Ready to Move","1 out of 2","Resale","","","","",2,NA,"Delhi"," Shahpur Jat",11600,3,NA,1250
"2569","3 BHK Flat for Sale in Poorvi Shalimar Bagh, New Delhi",12000000,"₹12121 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",2,NA,"Delhi"," Poorvi Shalimar Bagh",12121,3,NA,990.017325303193
"2570","3 BHK Flat for Sale in Sector 22, Mathura Road, Faridabad",4860000,"₹5769 per sqft ","","","Ready to Move","1 out of 2","Resale","","","","",3,NA,"Faridabad"," Sector 22",5769,3,NA,842.433697347894
"2571","1 BHK Flat for Sale in Shastri Nagar Block B, New Delhi",3500000,"₹4118 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",1,NA,"Delhi"," Shastri Nagar Block B",4118,1,NA,849.927149101506
"2572","2 BHK Flat for Sale in Apex Our Homes, Sector 37C, Delhi Gurgaon Expressway, Gurgaon",3850000,"₹12472 per sqft ","","","Ready to Move","2 out of 4","New Property","","","","",2,NA,"Gurgaon"," Apex Our Homes",12472,2,NA,308.691468890314
"2573","2 BHK Flat for Sale in Virender Nagar, New Delhi",5500000,"₹7222 per sqft ","","","Ready to Move","Ground out of 3","Resale","","","","",2,NA,"Delhi"," Virender Nagar",7222,2,NA,761.56189421213
"2574","2 BHK Flat for Sale in Poorvi Shalimar Bagh, New Delhi",6500000,"₹10101 per sqft ","","","Ready to Move","Ground out of 5","Resale","","","","",2,NA,"Delhi"," Poorvi Shalimar Bagh",10101,2,NA,643.500643500643
"2577","5 BHK House for Sale in Sector 28, Mathura Road Faridabad",62500000,"₹3005 per sqft ","","","Ready to Move","8 out of 8","Resale","","","","",4,NA,"Faridabad"," Sector 28",3005,5,NA,20798.6688851913
"2579","4 BHK Flat for Sale in Vishrantika Apartments, Dwarka, New Delhi",30000000,"₹8151 per sqft ","","","","8 out of 28","Resale","","","","",4,NA,"Delhi"," Vishrantika Apartments",8151,4,NA,3680.52999631947
"2580","3 BHK Flat for Sale in 3C Lotus Boulevard, Sector 100 Block A, Noida",14500000,"","","","","","Resale","","","","",3,NA,"Noida"," 3C Lotus Boulevard",NA,3,NA,NA
"2581","3 BHK Flat for Sale in Budh Vihar Phase 1, New Delhi",3500000,"₹3158 per sqft ","","900 sqft","Ready to Move","3 out of 4","Resale","West","Main Road","Power Of Attorney","1 Covered",2,1,"Delhi"," Budh Vihar Phase 1",3158,3,900,1108.29639012033
"2582","2 BHK Flat for Sale in Urban One, Dayal Bagh Colony, Badarpur Metro, Faridabad",3000000,"₹6422 per sqft ","","750 sqft","Ready to Move","Ground out of 3","Resale","North - West","Main Road","Freehold","1 Covered",2,2,"Faridabad"," Urban One",6422,2,750,467.144191840548
"2583","2 BHK Flat for Sale in ACE City, Noida Extension Block D, Noida",7000000,"₹6462 per sqft ","","612 sqft","Ready to Move","10 out of 25","Resale","East","Main Road","Freehold","1 Covered",2,2,"Noida"," ACE City",6462,2,612,1083.25595790777
"2585","2 BHK Flat for Sale in Sudha Sarovar Apartment, Govindpuram, Ghaziabad",1750000,"₹4127 per sqft ","","420 sqft","Ready to Move","2 out of 2","Resale","North - East","Pool","Leasehold","2 Covered,",2,1,"Ghaziabad"," Sudha Sarovar Apartment",4127,2,420,424.036830627574
"2586","2 BHK Flat for Sale in Sitapuri, New Delhi",2600000,"₹4800 per sqft ","","540 sqft","Ready to Move","1 out of 5","Resale","East","Main Road","Freehold","",1,1,"Delhi"," Sitapuri",4800,2,540,541.666666666667
"2587","1 BHK Flat for Sale in Mahavir Enclave Part 1, New Delhi",2400000,"₹5333 per sqft ","","2666 sqft","Ready to Move","2 out of 4","Resale","North","Garden/Park, Pool, Main Road","Leasehold","",1,1,"Delhi"," Mahavir Enclave Part 1",5333,1,2666,450.028126757922
"2592","1 BHK Flat for Sale in The Golden Palm, Sector 168, Noida Express Way, Noida",2100000,"₹4150 per sqft ","","103 sqm","Ready to Move","21 out of 31","Resale","North","Main Road","Freehold","",1,2,"Noida"," The Golden Palm",4150,1,103,506.024096385542
"2595","3 BHK Flat for Sale in Raheja Vedaanta, Sector 108, Gurgaon",10400000,"₹2536 per sqft ","","","Ready to Move","Lower Basement out of 14","Resale","","","","",2,3,"Gurgaon"," Raheja Vedaanta",2536,3,NA,4100.94637223975
"2597","3 BHK Flat for Sale in Migsun Ultimo, Omicron 3, Greater Noida",5550000,"₹21324 per sqft ","","","Ready to Move","14 out of 21","Resale","","","","",2,3,"Noida"," Migsun Ultimo",21324,3,NA,260.270118176702
"2598","4 BHK Flat for Sale in Hauz Khas Enclave, Hauz Khas, New Delhi",72500000,"₹12778 per sqft ","","","Ready to Move","1 out of 4","New Property","","","","",5,3,"Delhi"," Hauz Khas Enclave",12778,4,NA,5673.81436844577
"2599","3 BHK Flat for Sale in Soami Nagar, New Delhi",23000000,"₹40000 per sqft ","","","Ready to Move","Ground out of 4","Resale","","","","",3,3,"Delhi"," Soami Nagar",40000,3,NA,575
"2601","2 BHK Flat for Sale in Omicron 1, Greater Noida",4100000,"₹3148 per sqft ","","","Ready to Move","20 out of 20","Resale","","","","",2,NA,"Noida"," Omicron 1",3148,2,NA,1302.41423125794
"2602","2 BHK Flat for Sale in Radhika Green, Tilpata karanwas, Greater Noida",2550000,"₹3636 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",2,NA,"Noida"," Radhika Green",3636,2,NA,701.320132013201
"2603"," Studio Apartment for Sale in Omaxe ITC, Alpha 2, Greater Noida",2000000,"₹3182 per sqft ","","","Poss. by Jun '25","6 out of 12","Resale","","","","",1,NA,"Noida"," Omaxe ITC",3182,1,NA,628.535512256443
"2604","2 BHK Flat for Sale in Amrapali Kingswood, Greater Noida West, Greater Noida",3500000,"₹23889 per sqft ","","","Ready to Move","15 out of 24","Resale","","","","",2,NA,"Noida"," Amrapali Kingswood",23889,2,NA,146.510946460714
"2606","3 BHK House for Sale in Gurgaon Rural Gurgaon",32500000,"₹7750 per sqft ","","","Ready to Move","6 out of 8","Resale","","","","",3,NA,"Gurgaon"," Gurgaon Rural Gurgaon",7750,3,NA,4193.54838709677
"2607","2 BHK Flat for Sale in Rail Kunj Apartments, Vasundhara, Ghaziabad",6200000,"₹5113 per sqft ","","","Ready to Move","20 out of 25","Resale","","","","",2,NA,"Ghaziabad"," Rail Kunj Apartments",5113,2,NA,1212.59534519851
"2609","2 BHK Flat for Sale in Vasundhara Sector 3, Ghaziabad",5000000,"₹16111 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,NA,"Ghaziabad"," Vasundhara Sector 3",16111,2,NA,310.346967910124
"2610","3 BHK Flat for Sale in Patel Nagar East, Patel Nagar, New Delhi",29000000,"","","","","","New Property","","","","",3,NA,"Delhi"," Patel Nagar East",NA,3,NA,NA
"2611","3 BHK House for Sale in moedl basti filmistan New Delhi",80000000,"₹66667 per sqft ","Viksons Project LLP","200 sqyrd","Ready to Move","Ground out of 3","Resale","North - East","Garden/Park, Main Road","Freehold","2 Open",2,2,"Delhi"," moedl basti filmistan New Delhi",66667,3,200,1199.99400003
"2612","4 BHK Flat for Sale in M3M Capital, Sector 113, Gurgaon",19300000,"₹9369 per sqft ","Shri Guruji Associates","1850 sqft","Poss. by Mar '25","4 out of 15","New Property","East","Main Road","Freehold","1 Covered",4,2,"Gurgaon"," M3M Capital",9369,4,1850,2059.98505710321
"2613","2 BHK Flat for Sale in Sohna Sector 5, Gurgaon",2700000,"₹4779 per sqft ","7 Star Property","1100 sqft","Ready to Move","2 out of 4","Resale","East","Main Road","Freehold","1 Covered,",2,1,"Gurgaon"," Sohna Sector 5",4779,2,1100,564.971751412429
"2614","4 BHK Flat for Sale in Sector 89, Faridabad",16200000,"₹4500 per sqft ","","300 sqyrd","Ready to Move","1 out of 3","New Property","East","Garden/Park, Main Road","Freehold","1 Covered",3,5,"Faridabad"," Sector 89",4500,4,300,3600
"2615","3 BHK Flat for Sale in Arun Vihar, Sector 37, Golf course Metro, Noida",12000000,"₹8889 per sqft ","","1720 sqft","Ready to Move","2 out of 4","Resale","South","Main Road","Freehold","2 Covered,",2,3,"Noida"," Arun Vihar",8889,3,1720,1349.98312521093
"2616","10 BHK House for Sale in Ardee City, Sector 52 Gurgaon",65000000,"₹24074 per sqft ","","50 sqft","Ready to Move","4 out of 8","Resale","South -West","Main Road","Freehold","1 Open",10,2,"Gurgaon"," Ardee City",24074,10,50,2700.00830771787
"2617","2 BHK Flat for Sale in Signature Global City 92 Phase 2, Sector 92, Gurgaon",7800000,"₹7723 per sqft ","","7000 sqft","Poss. by Jul '25","Ground out of 3","Resale","North","Garden/Park, Pool","Freehold","1 Covered,",2,3,"Gurgaon"," Signature Global City 92 Phase 2",7723,2,7000,1009.97021882688
"2618","2 BHK Flat for Sale in Patel Nagar, Ghaziabad",5000000,"₹4112 per sqft ","","400 sqft","Ready to Move","3 out of 3","Resale","North - West","Main Road","Leasehold","1 Covered,",2,1,"Ghaziabad"," Patel Nagar",4112,2,400,1215.953307393
"2619","3 BHK House for Sale in LIC Colony, Paschim Vihar New Delhi",22500000,"₹13889 per sqft ","","1215 sqft","Ready to Move","Ground out of 24","Resale","North","Garden/Park, Pool, Main Road","Leasehold","1 Covered",3,1,"Delhi"," LIC Colony",13889,3,1215,1619.98704010368
"2620","2 BHK Flat for Sale in Shatabdipuram, Govindpuram, Ghaziabad",2400000,"₹2667 per sqft ","","4200 sqft","Ready to Move","1 out of 4","Resale","East","Garden/Park, Main Road","Freehold","1 Covered",2,3,"Ghaziabad"," Shatabdipuram",2667,2,4200,899.887514060742
"2621","4 BHK Flat for Sale in Greater Noida West, Noida",17500000,"₹7973 per sqft ","","1600 sqft","Ready to Move","2 out of 3","Resale","East","Garden/Park, Main Road","Freehold","1 Covered",4,2,"Noida"," Greater Noida West",7973,4,1600,2194.90781387182
"2622","3 BHK Flat for Sale in DDA Flat AC Block, Shalimar bagh, New Delhi",15000000,"₹11148 per sqft ","","1250 sqft","Ready to Move","5 out of 14","Resale","South -West","Garden/Park, Pool, Main Road","Freehold","2 Covered,",2,1,"Delhi"," DDA Flat AC Block",11148,3,1250,1345.53283100108
"2624","3 BHK Flat for Sale in Raj Nagar Extension, Ghaziabad",5500000,"₹3691 per sqft ","","700 sqft","Ready to Move","3 out of 4","Resale","East","","Leasehold","1 Covered,",3,2,"Ghaziabad"," Raj Nagar Extension",3691,3,700,1490.11108100786
"2627","10 BHK House for Sale in Sector 50 Noida",92500000,"₹11562 per sqft ","","","Ready to Move","1 out of 7","Resale","","","","",8,3,"Noida"," Sector 50 Noida",11562,10,NA,8000.34596090642
"2628"," Studio Apartment for Sale in Conscient One, Sector 109, Gurgaon",6600000,"₹11092 per sqft ","","","Ready to Move","7 out of 15","New Property","","","","",1,2,"Gurgaon"," Conscient One",11092,1,NA,595.023440317346
"2629","3 BHK Flat for Sale in Jal Vayu Vihar, Sector 21, Noida",10500000,"₹7500 per sqft ","","","Ready to Move","9 out of 30","Resale","","","","",2,1,"Noida"," Jal Vayu Vihar",7500,3,NA,1400
"2630","4 BHK Flat for Sale in Sare Petioles, Sector 92, Gurgaon",13000000,"₹6373 per sqft ","","","Ready to Move","1 out of 5","Resale","","","","",4,3,"Gurgaon"," Sare Petioles",6373,4,NA,2039.85564098541
"2632","3 BHK Flat for Sale in Tarun Vihar Apartment, Rohini Sector 13, New Delhi",19000000,"₹11875 per sqft ","","","Ready to Move","14 out of 14","Resale","","","","",2,NA,"Delhi"," Tarun Vihar Apartment",11875,3,NA,1600
"2635","1 BHK House for Sale in Uttam Nagar New Delhi",2000000,"₹6667 per sqft ","","","Ready to Move","2 out of 13","Resale","","","","",1,NA,"Delhi"," Uttam Nagar New Delhi",6667,1,NA,299.985000749963
"2636","2 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",17000000,"₹11348 per sqft ","","","Ready to Move","3 out of 3","Resale","","","","",2,NA,"Gurgaon"," Ireo Victory Valley",11348,2,NA,1498.06133239337
"2637","2 BHK Flat for Sale in Ireo The Corridors, Sector 67A, Gurgaon",13500000,"₹10417 per sqft ","","","Ready to Move","4 out of 11","New Property","","","","",2,NA,"Gurgaon"," Ireo The Corridors",10417,2,NA,1295.95852932706
"2638","2 BHK Flat for Sale in Vikram Vihar, Lajpat Nagar, New Delhi",12000000,"₹6328 per sqft ","","","Ready to Move","14 out of 34","Resale","","","","",2,NA,"Delhi"," Vikram Vihar",6328,2,NA,1896.33375474083
"2639","3 BHK Flat for Sale in Oxirich Avenue, Indirapuram, Ghaziabad",11200000,"₹11370 per sqft ","","","Ready to Move","","New Property","","","","",3,NA,"Ghaziabad"," Oxirich Avenue",11370,3,NA,985.04837291117
"2642","3 BHK Flat for Sale in Veena Apartment, Dwarka Sector 22, New Delhi",22500000,"₹7168 per sqft ","","1450 sqft","Ready to Move","7 out of 10","Resale","North - East","Garden/Park, Main Road","Freehold","1 Open",3,3,"Delhi"," Veena Apartment",7168,3,1450,3138.95089285714
"2643","3 BHK Flat for Sale in Ansal Esencia Sovereign Floors, Esencia, Sector 67, Sohna Road, Gurgaon",11100000,"₹9259 per sqft ","","90 sqm","Ready to Move","1 out of 2","Resale","North - East","Main Road","Leasehold","1 Open",3,4,"Gurgaon"," Ansal Esencia Sovereign Floors",9259,3,90,1198.83356733989
"2644","3 BHK House for Sale in Sant Nagar New Delhi",7500000,"₹9496 per sqft ","","900 sqft","Ready to Move","Ground out of 3","Resale","North - East","Main Road","Freehold","1 Covered",2,2,"Delhi"," Sant Nagar New Delhi",9496,3,900,789.806234203875
"2645","2 BHK House for Sale in Sector XU 1 Greater Noida",9200000,"₹4900 per sqft ","","950 sqft","Ready to Move","1 out of 4","Resale","North","Garden/Park","Freehold","1 Covered",2,1,"Noida"," Sector XU 1 Greater Noida",4900,2,950,1877.55102040816
"2648","2 BHK Flat for Sale in Shipra Sun City, Shipra Suncity, Indirapuram, Ghaziabad",5500000,"₹6400 per sqft ","","4698 sqft","Ready to Move","2 out of 4","Resale","South -West","Garden/Park, Main Road","Leasehold","1 Covered",2,3,"Ghaziabad"," Shipra Sun City",6400,2,4698,859.375
"2649","3 BHK Flat for Sale in Trehan Luxury Floors, Golf course Extension Road, Gurgaon",12500000,"₹6400 per sqft ","","1100 sqft","Ready to Move","2 out of 3","New Property","","","","",3,2,"Gurgaon"," Trehan Luxury Floors",6400,3,1100,1953.125
"2650","3 BHK Flat for Sale in Sector 67A, Gurgaon",12500000,"₹5833 per sqft ","","5000 sqft","Ready to Move","Ground out of 1","New Property","","","","",3,7,"Gurgaon"," Sector 67A",5833,3,5000,2142.97959883422
"2651","2 BHK House for Sale in Noida Extention Greater Noida",4200000,"₹4167 per sqft ","","","Ready to Move","5 out of 12","Resale","","","","",2,1,"Noida"," Noida Extention Greater Noida",4167,2,NA,1007.91936645068
"2653","3 BHK House for Sale in Kalkaji New Delhi",5000000,"₹6857 per sqft ","","","Ready to Move","3 out of 3","Resale","","","","",2,2,"Delhi"," Kalkaji New Delhi",6857,3,NA,729.181857955374
"2654","7 BHK Villa for Sale in Taj Expressway, Greater Noida West Noida",25000000,"₹5375 per sqft ","","","Ready to Move","1 out of 5","Resale","","","","",7,NA,"Noida"," Taj Expressway",5375,7,NA,4651.16279069767
"2655","4 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",12000000,"₹19667 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",4,NA,"Gurgaon"," Shivaji Nagar",19667,4,NA,610.159149844918
"2656","2 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",4300000,"₹8774 per sqft ","","","Ready to Move","2 out of 5","Resale","","","","",2,NA,"Gurgaon"," Shivaji Nagar",8774,2,NA,490.084340095737
"2657","3 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",29500000,"₹5833 per sqft ","","","Ready to Move","1 out of 1","Resale","","","","",3,NA,"Delhi"," DDA Flats Sector E Pocket 2",5833,3,NA,5057.43185324876
"2658","3 BHK Flat for Sale in Rohini Sector 22, New Delhi",8500000,"₹3583 per sqft ","","","Ready to Move","10 out of 18","Resale","","","","",2,NA,"Delhi"," Rohini Sector 22",3583,3,NA,2372.31370360033
"2659","1 BHK Flat for Sale in Sector 82, Dadri Road, Noida",3500000,"₹4167 per sqft ","","","Ready to Move","Ground out of 20","Resale","","","","",1,NA,"Noida"," Sector 82",4167,1,NA,839.93280537557
"2660","6 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",1290000,"₹7011 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",8,NA,"Gurgaon"," Shivaji Nagar",7011,6,NA,183.996576807873
"2662"," Studio Apartment for Sale in Alpha 2, Greater Noida",3420000,"₹7222 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",5,NA,"Noida"," Alpha 2",7222,1,NA,473.553032400997
"2663","4 BHK Flat for Sale in Aarcity Regency Park, Greater Noida West, Greater Noida",12000000,"₹5769 per sqft ","","","Ready to Move","13 out of 19","Resale","","","","",2,NA,"Noida"," Aarcity Regency Park",5769,4,NA,2080.08320332813
"2665","3 BHK House for Sale in Sector 62 Faridabad",6000000,"₹4364 per sqft ","","","Ready to Move","Ground out of 18","Resale","","","","",3,NA,"Faridabad"," Sector 62 Faridabad",4364,3,NA,1374.88542621448
"2666","3 BHK Flat for Sale in Unione Residency, Bahrampur, Ghaziabad",3000000,"₹19882 per sqft ","","","Ready to Move","3 out of 5","Resale","","","","",2,NA,"Ghaziabad"," Unione Residency",19882,3,NA,150.890252489689
"2667","2 BHK Flat for Sale in Sector 16, Noida",4800000,"₹10000 per sqft ","","","Ready to Move","","Resale","","","","",4,NA,"Noida"," Sector 16",10000,2,NA,480
"2668","4 BHK Flat for Sale in Elevate, Sector 50, Gurgaon",67500000,"₹3556 per sqft ","","","","","Resale","","","","",5,NA,"Gurgaon"," Elevate",3556,4,NA,18982.0022497188
"2669","5 BHK Flat for Sale in Sunworld Vanalika, Sector 107, Dadri Road, Noida",62000000,"","","","","","Resale","","","","",1,NA,"Noida"," Sunworld Vanalika",NA,5,NA,NA
